laboratorios Laproff -  -  - Antioquia
GFB PRO 300 (CN018022)
Historial de alarmas

'Rango : 'Por tiempo:' (01-29-2025 05:47:34 ... 02-05-2025 06:47:34)
'Filtro :   usuarios = 'Todos los usuarios'  alarmas = 'Todas las alarmas'  tipos = 'Alarma entrante' 'Conf entrante.' 'Alarmas pendientes' 'Conf saliente.'

Tiempo ,Tipo de alarma,Número,Alarma
01-30-2025 23:41:34,'Alarma entrante,'112,'SELLO DE FILTRO DE PRODUCTO (X203530)
01-30-2025 23:41:34,'Alarma entrante,'112 - 1,'SELLO DE FILTRO DE PRODUCTO (X203530) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: INFLADO
01-30-2025 23:42:25,'Conf entrante.,'112 - 1,'SELLO DE FILTRO DE PRODUCTO (X203530) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: INFLADO - por linaro (Lina Rios Otalvaro)
01-30-2025 23:42:25,'Conf entrante.,'112,'SELLO DE FILTRO DE PRODUCTO (X203530) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:42:26,'Alarmas pendientes,'112 - 1,'SELLO DE FILTRO DE PRODUCTO (X203530) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: INFLADO
01-30-2025 23:42:26,'Alarmas pendientes,'112,'SELLO DE FILTRO DE PRODUCTO (X203530)
01-30-2025 23:42:27,'Conf saliente.,'112 - 1,'SELLO DE FILTRO DE PRODUCTO (X203530) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: INFLADO - por linaro (Lina Rios Otalvaro)
01-30-2025 23:42:27,'Conf saliente.,'112,'SELLO DE FILTRO DE PRODUCTO (X203530) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:44:32,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
01-30-2025 23:44:32,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
01-30-2025 23:44:54,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
01-30-2025 23:44:54,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:44:55,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
01-30-2025 23:44:56,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
01-30-2025 23:44:56,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:44:56,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
01-30-2025 23:45:41,'Alarma entrante,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-30-2025 23:45:41,'Alarma entrante,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020)
01-30-2025 23:45:55,'Alarma entrante,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-30-2025 23:45:55,'Alarma entrante,'155,'VÁLVULA DE CARGA (V203010)
01-30-2025 23:49:51,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-30-2025 23:49:51,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-30-2025 23:50:02,'Conf entrante.,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:02,'Conf entrante.,'155,'VÁLVULA DE CARGA (V203010) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:02,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:02,'Conf entrante.,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:02,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:02,'Conf entrante.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:08,'Alarmas pendientes,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-30-2025 23:50:08,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-30-2025 23:50:08,'Alarmas pendientes,'155,'VÁLVULA DE CARGA (V203010)
01-30-2025 23:50:08,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-30-2025 23:50:11,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:11,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:11,'Conf saliente.,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:11,'Conf saliente.,'155,'VÁLVULA DE CARGA (V203010) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:13,'Alarmas pendientes,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-30-2025 23:50:13,'Alarmas pendientes,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020)
01-30-2025 23:50:19,'Conf saliente.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:19,'Conf saliente.,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020) - por linaro (Lina Rios Otalvaro)
01-30-2025 23:55:30,'Alarma entrante,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040)
01-30-2025 23:55:30,'Alarma entrante,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-31-2025 00:09:14,'Conf entrante.,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:09:14,'Conf entrante.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:19:35,'Alarmas pendientes,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-31-2025 00:19:35,'Alarmas pendientes,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040)
01-31-2025 00:21:44,'Alarma entrante,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040)
01-31-2025 00:21:44,'Alarma entrante,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-31-2025 00:21:51,'Conf entrante.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:21:51,'Conf entrante.,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:21:53,'Alarmas pendientes,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040)
01-31-2025 00:21:53,'Alarmas pendientes,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-31-2025 00:21:53,'Conf saliente.,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:21:53,'Conf saliente.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:25:08,'Alarma entrante,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-31-2025 00:25:08,'Alarma entrante,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040)
01-31-2025 00:25:17,'Conf entrante.,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:25:17,'Conf entrante.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:27:10,'Alarmas pendientes,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040)
01-31-2025 00:27:10,'Alarmas pendientes,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
01-31-2025 00:28:11,'Conf saliente.,'98 - 3,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ANILLO DE FILTROS (E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:28:11,'Conf saliente.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:30:01,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 00:30:01,'Alarma entrante,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 00:30:19,'Conf entrante.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 00:30:19,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:30:23,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 00:30:23,'Alarmas pendientes,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 00:30:23,'Conf saliente.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 00:30:23,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 00:30:51,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 00:30:51,'Alarma entrante,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 01:24:18,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 01:24:18,'Conf entrante.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 01:24:20,'Alarmas pendientes,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 01:24:20,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 01:24:24,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 01:24:24,'Conf saliente.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 01:33:04,'Alarma entrante,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 01:33:04,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 01:33:13,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 01:33:13,'Conf entrante.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 01:33:27,'Alarmas pendientes,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 01:33:27,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 01:33:51,'Alarma entrante,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 01:33:51,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 01:34:00,'Conf entrante.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 01:34:00,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 01:42:39,'Alarmas pendientes,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 01:42:39,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 01:42:52,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 01:42:52,'Conf saliente.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 02:58:52,'Alarma entrante,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 02:58:52,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 02:59:18,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 02:59:18,'Conf entrante.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 03:00:19,'Alarmas pendientes,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX
01-31-2025 03:00:19,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
01-31-2025 03:00:27,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:00:27,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:00:28,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:00:28,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:00:30,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:00:30,'Conf saliente.,'84 - 3,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 03:01:43,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:01:43,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:02:07,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:02:07,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:03:23,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:03:23,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:03:46,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:03:46,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:03:48,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:03:48,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:03:48,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:03:48,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:04:37,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:04:37,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:05:57,'Alarma entrante,'495 - 5,'MOLINO SECO (F501001) - MOTOR DE TIEMPO FC LISTO
01-31-2025 03:05:57,'Alarma entrante,'495,'MOLINO SECO (F501001)
01-31-2025 03:06:37,'Conf entrante.,'495 - 5,'MOLINO SECO (F501001) - MOTOR DE TIEMPO FC LISTO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:06:37,'Conf entrante.,'495,'MOLINO SECO (F501001) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:06:37,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:06:37,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:06:38,'Alarmas pendientes,'495 - 5,'MOLINO SECO (F501001) - MOTOR DE TIEMPO FC LISTO
01-31-2025 03:06:38,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:06:38,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:06:38,'Alarmas pendientes,'495,'MOLINO SECO (F501001)
01-31-2025 03:06:40,'Conf saliente.,'495,'MOLINO SECO (F501001) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:06:40,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:06:40,'Conf saliente.,'495 - 5,'MOLINO SECO (F501001) - MOTOR DE TIEMPO FC LISTO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:06:40,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:14:33,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:14:33,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:15:42,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:15:42,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:15:44,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:15:44,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:15:47,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:15:47,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:25:49,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:25:49,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:27:29,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 03:27:29,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:27:30,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
01-31-2025 03:27:30,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
01-31-2025 03:27:31,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
01-31-2025 03:27:31,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
01-31-2025 06:32:12,'Alarma entrante,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO
01-31-2025 06:32:12,'Alarma entrante,'173,'MEDIDA DE HUMEDAD DE PRODUCTO
01-31-2025 06:32:26,'Conf entrante.,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO - por linaro (Lina Rios Otalvaro)
01-31-2025 06:32:26,'Conf entrante.,'173,'MEDIDA DE HUMEDAD DE PRODUCTO - por linaro (Lina Rios Otalvaro)
01-31-2025 06:32:31,'Alarmas pendientes,'173,'MEDIDA DE HUMEDAD DE PRODUCTO
01-31-2025 06:32:31,'Alarmas pendientes,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO
01-31-2025 06:32:35,'Conf saliente.,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO - por linaro (Lina Rios Otalvaro)
01-31-2025 06:32:35,'Conf saliente.,'173,'MEDIDA DE HUMEDAD DE PRODUCTO - por linaro (Lina Rios Otalvaro)
01-31-2025 06:53:26,'Alarma entrante,'195,'TASA DE ASPERSIÓN (F301030)
01-31-2025 06:53:26,'Alarma entrante,'195 - 1,'TASA DE ASPERSIÓN (F301030) - VALOR REAL <MIN
01-31-2025 06:53:36,'Alarma entrante,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510)
01-31-2025 06:53:36,'Alarma entrante,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX
01-31-2025 06:53:51,'Conf entrante.,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 06:53:51,'Conf entrante.,'195,'TASA DE ASPERSIÓN (F301030) - por linaro (Lina Rios Otalvaro)
01-31-2025 06:53:51,'Conf entrante.,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - por linaro (Lina Rios Otalvaro)
01-31-2025 06:53:51,'Conf entrante.,'195 - 1,'TASA DE ASPERSIÓN (F301030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
01-31-2025 06:57:37,'Alarmas pendientes,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510)
01-31-2025 06:57:37,'Alarmas pendientes,'195,'TASA DE ASPERSIÓN (F301030)
01-31-2025 06:57:37,'Alarmas pendientes,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX
01-31-2025 06:57:37,'Alarmas pendientes,'195 - 1,'TASA DE ASPERSIÓN (F301030) - VALOR REAL <MIN
01-31-2025 06:57:45,'Conf saliente.,'195 - 1,'TASA DE ASPERSIÓN (F301030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
01-31-2025 06:57:45,'Conf saliente.,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - por linaro (Lina Rios Otalvaro)
01-31-2025 06:57:45,'Conf saliente.,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
01-31-2025 06:57:45,'Conf saliente.,'195,'TASA DE ASPERSIÓN (F301030) - por linaro (Lina Rios Otalvaro)
01-31-2025 07:08:39,'Alarma entrante,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510)
